image_path,label,review_status,source_screen,source_session,ad_source,icon_family,reject_type,candidate_score,geometry_score,bbox,split,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,representation,sample_role,sub_role
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00207_not_close_asset_63960db38fe72c42.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_63960db38fe72c42,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_0a022e7f20c4b555,asset_63960db38fe72c42,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000299_score_0.921_x377_y273_w13_h16_log__20260711_080053_66564_afk_20260711_080033_em3_廣告探寶鏟_task__000016_20260711_080306_after_tap_927_34.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000299_score_0.921_x377_y273_w13_h16_log__20260711_080053_66564_afk_20260711_080033_em3_廣告探寶鏟_task__000016_20260711_080306_after_tap_927_34.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00208_not_close_asset_f0ec6a4655f7ce45.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f0ec6a4655f7ce45,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_55f65089980744df,asset_f0ec6a4655f7ce45,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000300_score_0.921_x741_y306_w39_h37_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000047_20260711_112135_before_tap_368_478.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000300_score_0.921_x741_y306_w39_h37_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000047_20260711_112135_before_tap_368_478.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00209_not_close_asset_19dde564f88b8a06.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_19dde564f88b8a06,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_ee34d23d30ea9545,asset_19dde564f88b8a06,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000301_score_0.920_x377_y404_w16_h17_log__20260711_093821_38292_afk_20260711_093821_14_勇者角逐廣告_route_enter__000003_20260711_093827_before_swipe_84_405_84_135_700.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000301_score_0.920_x377_y404_w16_h17_log__20260711_093821_38292_afk_20260711_093821_14_勇者角逐廣告_route_enter__000003_20260711_093827_before_swipe_84_405_84_135_700.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00210_not_close_asset_998b73fc2323cc1c.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_998b73fc2323cc1c,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_a5c29b48e4f77287,asset_998b73fc2323cc1c,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000310_score_0.920_x377_y404_w16_h17_log__20260711_104153_50836_afk_20260711_104153_311_每日簽到_route_enter__000003_20260711_104158_before_tap_69_277.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000310_score_0.920_x377_y404_w16_h17_log__20260711_104153_50836_afk_20260711_104153_311_每日簽到_route_enter__000003_20260711_104158_before_tap_69_277.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00211_not_close_asset_5a049b7331aceb6a.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_5a049b7331aceb6a,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_7f1abbd3ecdf23f1,asset_5a049b7331aceb6a,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000311_score_0.920_x377_y404_w16_h17_log__20260711_104613_15440_afk_20260711_104613_311_看廣告_route_enter__000003_20260711_104618_before_tap_67_369.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000311_score_0.920_x377_y404_w16_h17_log__20260711_104613_15440_afk_20260711_104613_311_看廣告_route_enter__000003_20260711_104618_before_tap_67_369.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00212_not_close_asset_e16916a8db8338c6.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_e16916a8db8338c6,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_55bc977dd6630a3a,asset_e16916a8db8338c6,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000312_score_0.920_x45_y222_w17_h16_log__20260711_154545_35900_kingdom_vault__000018_20260711_154813_after_swipe_86_130_86_430_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000312_score_0.920_x45_y222_w17_h16_log__20260711_154545_35900_kingdom_vault__000018_20260711_154813_after_swipe_86_130_86_430_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00213_not_close_asset_169cc7d046e81345.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_169cc7d046e81345,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_74b82194154bac7f,asset_169cc7d046e81345,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000313_score_0.920_x432_y214_w15_h15_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000039_20260711_085625_after_tap_366_477.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000313_score_0.920_x432_y214_w15_h15_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000039_20260711_085625_after_tap_366_477.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00214_not_close_asset_6ccbdd66b93bf61e.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_6ccbdd66b93bf61e,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_46b9c9c4f65eeece,asset_6ccbdd66b93bf61e,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000321_score_0.919_x45_y177_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000001_20260711_105220_before_tap_80_124.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000321_score_0.919_x45_y177_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000001_20260711_105220_before_tap_80_124.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00215_not_close_asset_9a046c30d2c32d8b.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_9a046c30d2c32d8b,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_c323ef484d1f43de,asset_9a046c30d2c32d8b,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000322_score_0.919_x45_y138_w17_h16_log__20260711_155245_32320_kingdom_vault__000004_20260711_155251_after_swipe_86_130_86_430_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000322_score_0.919_x45_y138_w17_h16_log__20260711_155245_32320_kingdom_vault__000004_20260711_155251_after_swipe_86_130_86_430_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00216_not_close_asset_66beed10e1cf9992.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_66beed10e1cf9992,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_3e698e7573bf3fbc,asset_66beed10e1cf9992,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000323_score_0.919_x263_y339_w48_h44_log__20260710_125824_2204__000570_20260711_150706_after_tap_467_446.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000323_score_0.919_x263_y339_w48_h44_log__20260710_125824_2204__000570_20260711_150706_after_tap_467_446.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00217_not_close_asset_fb90c4fafece1292.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_fb90c4fafece1292,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_75dd897d77c12615,asset_fb90c4fafece1292,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000342_score_0.918_x263_y339_w48_h44_log__20260707_160103_33324__000907_20260709_150122_before_tap_678_446.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000342_score_0.918_x263_y339_w48_h44_log__20260707_160103_33324__000907_20260709_150122_before_tap_678_446.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00218_not_close_asset_f8def615d4f2f908.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f8def615d4f2f908,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_aafbbac71f265bd2,asset_f8def615d4f2f908,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000343_score_0.918_x46_y123_w16_h17_log__20260711_101501_60008_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000002_20260711_101506_after_swipe_86_430_86_130_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000343_score_0.918_x46_y123_w16_h17_log__20260711_101501_60008_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000002_20260711_101506_after_swipe_86_430_86_130_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00219_not_close_asset_db6d50040d2011c6.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_db6d50040d2011c6,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_86155502233c9779,asset_db6d50040d2011c6,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000344_score_0.917_x45_y177_w17_h16_log__20260711_155245_32320_kingdom_vault__000001_20260711_155246_before_swipe_86_430_86_130_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000344_score_0.917_x45_y177_w17_h16_log__20260711_155245_32320_kingdom_vault__000001_20260711_155246_before_swipe_86_430_86_130_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00220_not_close_asset_1fcf7703d7603be0.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_1fcf7703d7603be0,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_3d8ef74ccaa65500,asset_1fcf7703d7603be0,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000345_score_0.917_x482_y147_w18_h18_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000013_20260711_084636_after_tap_255_414.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000345_score_0.917_x482_y147_w18_h18_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000013_20260711_084636_after_tap_255_414.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00221_not_close_asset_4c8db5114e4a4e20.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_4c8db5114e4a4e20,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_20d60ed5ae005a3e,asset_4c8db5114e4a4e20,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000360_score_0.916_x126_y204_w21_h20_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000068_20260711_111103_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000360_score_0.916_x126_y204_w21_h20_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000068_20260711_111103_before_tap_481_515.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00222_not_close_asset_3a850d3c9c9f250b.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_3a850d3c9c9f250b,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_e62cfbb548af24e3,asset_3a850d3c9c9f250b,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000361_score_0.916_x300_y480_w13_h14_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000284_20260711_104129_before_swipe_360_430_360_230_700.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000361_score_0.916_x300_y480_w13_h14_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000284_20260711_104129_before_swipe_360_430_360_230_700.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00223_not_close_asset_dfc556b32c903a93.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_dfc556b32c903a93,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_923a2f84ce1d551c,asset_dfc556b32c903a93,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000362_score_0.915_x45_y79_w17_h16_log__20260711_155245_32320_kingdom_vault__000003_20260711_155250_before_swipe_86_130_86_430_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000362_score_0.915_x45_y79_w17_h16_log__20260711_155245_32320_kingdom_vault__000003_20260711_155250_before_swipe_86_130_86_430_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00224_not_close_asset_cee129600e67e50d.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_cee129600e67e50d,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_c2512038fbe49e79,asset_cee129600e67e50d,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000363_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000006_20260711_085522_abyss_rental_scan_01.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000363_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000006_20260711_085522_abyss_rental_scan_01.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00225_not_close_asset_4cee2ed92030b8f4.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_4cee2ed92030b8f4,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_54c851125461cfd2,asset_4cee2ed92030b8f4,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000364_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000005_20260711_085512_after_tap_507_466.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000364_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000005_20260711_085512_after_tap_507_466.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00226_not_close_asset_becbe3dac5374389.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_becbe3dac5374389,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_d6c68a7cf90972a7,asset_becbe3dac5374389,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000365_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000007_20260711_085523_before_swipe_455_430_455_170_520.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000365_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000007_20260711_085523_before_swipe_455_430_455_170_520.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00227_not_close_asset_95a20430000878ef.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_95a20430000878ef,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_7cbb107dad905b1c,asset_95a20430000878ef,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000368_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000024_20260711_085551_before_tap_809_65.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000368_score_0.915_x513_y422_w14_h13_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000024_20260711_085551_before_tap_809_65.png.png,ads,crop,candidate_crop,raw,non_action_target,
